scenario,building,point,label,floor,z_m,PF,PF_raw,LF,ground_frac,roof_frac,avg_floor_crossings,avg_soil_path_m,floor_decks_above,Dg_in,Dr_in,Dg_ref,Dr_ref,Din,Dref,basement_opening_mode,basement_ceiling_mode,roof_model,ground_radius_m,M_floor_kg_m2,M_roof_kg_m2,M_wall_kg_m2,M_foundation_wall_kg_m2,M_basement_ceiling_kg_m2
Kjellervindu 40x60 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,37.06750971541429,37.06750971541429,0.026977803679758834,0.9185313968795451,0.0814686031204549,0.0,11.921624055050621,5,0.03842565013392303,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.04183379061887649,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Murbygg | referanse lett,5 målepunkter i rommet,Kjeller,-1,-1.1,7.88592448603688,7.88592448603688,0.12680821402368717,0.19541289095107225,0.8045871090489278,0.0,11.921624055050621,5,0.03842565013392303,0.15821260615974236,0.5507251446215115,0.9999492955763,0.19663825629366538,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Murbygg | referanse lett,5 målepunkter i rommet,1. etasje,0,1.5,4.418863010677477,4.418863010677477,0.22630255737361846,0.4336250841581596,0.5663749158418404,0.0,0.0,4,0.191316086476387,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.44120161278909487,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Murbygg | referanse lett,5 målepunkter i rommet,2. etasje,1,4.5,5.5053058435456785,5.5053058435456785,0.18164295107643874,0.3415916199126938,0.6584083800873062,0.7389451382382641,0.0,3,0.21570326258020067,0.4157620603552141,1.9451084870412334,1.5313012453115646,0.6314653229354148,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Murbygg | referanse lett,5 målepunkter i rommet,3. etasje,2,7.5,5.221048084888247,5.221048084888247,0.19153242485821778,0.20043596686082307,0.7995640331391769,1.252122933293688,0.0,2,0.18036418248566877,0.7194951856231918,2.696155236194249,2.0020537943392656,0.8998593681088606,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Murbygg | referanse lett,5 målepunkter i rommet,4. etasje,3,10.5,4.027462718058141,4.027462718058141,0.248295284154028,0.09168546560697181,0.9083145343930281,1.6950226097836676,0.0,1,0.13268317822691122,1.3144728933328313,3.125342298506251,2.703024826912091,1.4471560715597427,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Murbygg | referanse lett,5 målepunkter i rommet,5. etasje,4,13.5,2.545585940235254,2.545585940235254,0.39283686486246994,0.0370924528982329,0.9629075471017671,2.092333162241398,0.0,0,0.10312921925031829,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.780328913088177,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,36.95616337874143,36.95616337874143,0.027059085916240903,0.9187761187554133,0.08122388124458672,0.0,11.921624055050621,5,0.03855169242047789,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.041959832905431343,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,1. etasje,0,1.5,4.242349064835442,4.242349064835442,0.2357184627471925,0.976316859704997,0.023683140295002885,0.0,0.0,4,0.4486751521182531,0.010883799115902907,0.7436205829470717,1.2059889040579064,0.459558951234156,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,2. etasje,1,4.5,9.394343134221215,9.394343134221215,0.1064470379368253,0.9013112916354246,0.09868870836457536,0.7389451382382641,0.0,3,0.3335334148810195,0.03652010378268753,1.9451084870412334,1.5313012453115646,0.37005351866370706,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,3. etasje,2,7.5,13.186057553840786,13.186057553840786,0.07583767899668568,0.6379180017729089,0.36208199822709114,1.252122933293688,0.0,2,0.2272909931138894,0.12901027520304117,2.696155236194249,2.0020537943392656,0.35630126831693054,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,4. etasje,3,10.5,9.015256629708754,9.015256629708754,0.11092307641078276,0.22599950122013152,0.7740004987798685,1.6950226097836676,0.0,1,0.14610877065125885,0.5003916413516143,3.125342298506251,2.703024826912091,0.6465004120028731,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,5. etasje,4,13.5,2.5508840508116304,2.5508840508116304,0.39202095433613454,0.03508836001779352,0.9649116399822065,2.092333162241398,0.0,0,0.09735455849474636,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.7745542523326048,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,Kjeller,-1,-1.1,14.189766675910334,14.189766675910334,0.07047332227792574,0.35277522233374736,0.6472247776662526,0.0,11.921624055050621,5,0.03855169242047789,0.07072948715172456,0.5507251446215115,0.9999492955763,0.10928117957220244,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,1. etasje,0,1.5,3.3739246739084297,3.3739246739084297,0.2963907308699864,0.7764612228200174,0.22353877717998258,0.0,0.0,4,0.4486751521182531,0.1291710286462116,0.7436205829470717,1.2059889040579064,0.5778461807644647,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,2. etasje,1,4.5,4.643376055772181,4.643376055772181,0.21536054542834196,0.6681332703471679,0.3318667296528321,0.7389451382382641,0.0,3,0.5002190164322882,0.24846247965960674,1.9451084870412334,1.5313012453115646,0.7486814960918949,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,3. etasje,2,7.5,4.842357597433706,4.842357597433706,0.20651097732434465,0.48574197885900267,0.5142580211409973,1.252122933293688,0.0,2,0.47128228464457783,0.49894945392495993,2.696155236194249,2.0020537943392656,0.9702317385695378,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,4. etasje,3,10.5,3.929756905523845,3.929756905523845,0.2544686666481467,0.2794740848358206,0.7205259151641795,1.6950226097836676,0.0,1,0.4144983029799755,1.068638508161122,3.125342298506251,2.703024826912091,1.4831368111410974,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,5. etasje,4,13.5,2.323026147454363,2.323026147454363,0.43047298503111037,0.12127916243447426,0.8787208375655257,2.092333162241398,0.0,0,0.36950135089322333,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.046701044731082,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | referanse lett,5 målepunkter i rommet,Kjeller,-1,-1.1,7.880872960119875,7.880872960119875,0.12688949626016927,0.1959282893220615,0.8040717106779385,0.0,11.921624055050621,5,0.03855169242047789,0.15821260615974236,0.5507251446215115,0.9999492955763,0.19676429858022026,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | referanse lett,5 målepunkter i rommet,1. etasje,0,1.5,2.790894974770125,2.790894974770125,0.35830800121110473,0.6422851528460256,0.3577148471539744,0.0,0.0,4,0.4486751521182531,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.6985606784309609,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | referanse lett,5 målepunkter i rommet,2. etasje,1,4.5,3.3607363370389636,3.3607363370389636,0.2975538393116158,0.5980719272545878,0.4019280727454123,0.7389451382382641,0.0,3,0.6186570025266277,0.4157620603552141,1.9451084870412334,1.5313012453115646,1.0344190628818417,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | referanse lett,5 målepunkter i rommet,3. etasje,2,7.5,3.42384938520635,3.42384938520635,0.29206892228401327,0.47566335747408134,0.5243366425259186,1.252122933293688,0.0,2,0.6527056625897505,0.7194951856231918,2.696155236194249,2.0020537943392656,1.3722008482129424,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | referanse lett,5 målepunkter i rommet,4. etasje,3,10.5,3.0095214776196397,3.0095214776196397,0.33227873847603945,0.32126197284629,0.67873802715371,1.6950226097836676,0.0,1,0.6221695824763958,1.3144728933328313,3.125342298506251,2.703024826912091,1.936642475809227,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm,Trebygg | referanse lett,5 målepunkter i rommet,5. etasje,4,13.5,2.170203747616982,2.170203747616982,0.4607862285271887,0.17908661644485388,0.8209133835551462,2.092333162241398,0.0,0,0.5840453381820312,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.2612450320198896,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,48.10966396110172,48.10966396110172,0.020785844623827213,0.8942624646328593,0.10573753536714063,0.0,12.023567914338765,5,0.028823937491138495,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.032232077976091955,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,1. etasje,0,1.5,9.641991049075642,9.641991049075642,0.1037130189097062,0.9461730698609361,0.05382693013906392,0.0,0.0,4,0.191316086476387,0.010883799115902907,0.7436205829470717,1.2059889040579064,0.2021998855922899,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,2. etasje,1,4.5,26.553925785610303,26.553925785610303,0.037659214990421665,0.7210478050088898,0.2789521949911101,0.7389451382382641,0.0,3,0.09439875772278074,0.03652010378268753,1.9451084870412334,1.5313012453115646,0.13091886150546828,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,3. etasje,2,7.5,27.300799764144546,27.300799764144546,0.036628963570266834,0.2503348258995082,0.7496651741004917,1.252122933293688,0.0,2,0.04308025222186958,0.12901027520304117,2.696155236194249,2.0020537943392656,0.17209052742491077,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,4. etasje,3,10.5,11.115144313250395,11.115144313250395,0.0899673429168074,0.04571465951225419,0.9542853404877458,1.6950226097836676,0.0,1,0.0239710624659447,0.5003916413516143,3.125342298506251,2.703024826912091,0.524362703817559,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,5. etasje,4,13.5,2.629579500835307,2.629579500835307,0.3802889396127183,0.00532057981730828,0.9946794201826917,2.092333162241398,0.0,0,0.014320447743174768,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.6915201415810333,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,Kjeller,-1,-1.1,15.576304338707434,15.576304338707434,0.06420008098551205,0.28953235506002123,0.7104676449399787,0.0,12.023567914338765,5,0.028823937491138495,0.07072948715172456,0.5507251446215115,0.9999492955763,0.09955342464286306,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,1. etasje,0,1.5,6.0832694826410645,6.0832694826410645,0.16438528703250013,0.5969540660104268,0.4030459339895731,0.0,0.0,4,0.191316086476387,0.1291710286462116,0.7436205829470717,1.2059889040579064,0.32048711512259864,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,2. etasje,1,4.5,8.405848023001553,8.405848023001553,0.11896479656349067,0.39922563672514283,0.6007743632748571,0.7389451382382641,0.0,3,0.16510789692108294,0.24846247965960674,1.9451084870412334,1.5313012453115646,0.4135703765806897,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,3. etasje,2,7.5,7.580471151406566,7.580471151406566,0.13191792172633607,0.19495452056148402,0.8050454794385159,1.252122933293688,0.0,2,0.12082851721892547,0.49894945392495993,2.696155236194249,2.0020537943392656,0.6197779711438854,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,4. etasje,3,10.5,5.060742638704227,5.060742638704227,0.19759945750887742,0.07210641552987472,0.9278935844701252,1.6950226097836676,0.0,1,0.08304367398411752,1.068638508161122,3.125342298506251,2.703024826912091,1.1516821821452397,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,5. etasje,4,13.5,2.5841968303661056,2.5841968303661056,0.3869674276546222,0.022487282073052284,0.9775127179269478,2.092333162241398,0.0,0,0.061587888911456876,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.7387875827493153,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | referanse lett,5 målepunkter i rommet,Kjeller,-1,-1.1,8.2907565009984,8.2907565009984,0.12061625496775556,0.1541085871696857,0.8458914128303143,0.0,12.023567914338765,5,0.028823937491138495,0.15821260615974236,0.5507251446215115,0.9999492955763,0.18703654365088085,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | referanse lett,5 målepunkter i rommet,1. etasje,0,1.5,4.418863010677477,4.418863010677477,0.22630255737361846,0.4336250841581596,0.5663749158418404,0.0,0.0,4,0.191316086476387,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.44120161278909487,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | referanse lett,5 målepunkter i rommet,2. etasje,1,4.5,5.5053058435456785,5.5053058435456785,0.18164295107643874,0.3415916199126938,0.6584083800873062,0.7389451382382641,0.0,3,0.21570326258020067,0.4157620603552141,1.9451084870412334,1.5313012453115646,0.6314653229354148,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | referanse lett,5 målepunkter i rommet,3. etasje,2,7.5,5.221048084888247,5.221048084888247,0.19153242485821778,0.20043596686082307,0.7995640331391769,1.252122933293688,0.0,2,0.18036418248566877,0.7194951856231918,2.696155236194249,2.0020537943392656,0.8998593681088606,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | referanse lett,5 målepunkter i rommet,4. etasje,3,10.5,4.027462718058141,4.027462718058141,0.248295284154028,0.09168546560697181,0.9083145343930281,1.6950226097836676,0.0,1,0.13268317822691122,1.3144728933328313,3.125342298506251,2.703024826912091,1.4471560715597427,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Murbygg | referanse lett,5 målepunkter i rommet,5. etasje,4,13.5,2.545585940235254,2.545585940235254,0.39283686486246994,0.0370924528982329,0.9629075471017671,2.092333162241398,0.0,0,0.10312921925031829,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.780328913088177,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,47.91508733507708,47.91508733507708,0.020870253100173992,0.8946901136992202,0.10530988630077981,0.0,12.023567914338765,5,0.028954827557945484,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.03236296804289894,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,1. etasje,0,1.5,4.242349064835442,4.242349064835442,0.2357184627471925,0.976316859704997,0.023683140295002885,0.0,0.0,4,0.4486751521182531,0.010883799115902907,0.7436205829470717,1.2059889040579064,0.459558951234156,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,2. etasje,1,4.5,9.394343134221215,9.394343134221215,0.1064470379368253,0.9013112916354246,0.09868870836457536,0.7389451382382641,0.0,3,0.3335334148810195,0.03652010378268753,1.9451084870412334,1.5313012453115646,0.37005351866370706,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,3. etasje,2,7.5,13.186057553840786,13.186057553840786,0.07583767899668568,0.6379180017729089,0.36208199822709114,1.252122933293688,0.0,2,0.2272909931138894,0.12901027520304117,2.696155236194249,2.0020537943392656,0.35630126831693054,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,4. etasje,3,10.5,9.015256629708754,9.015256629708754,0.11092307641078276,0.22599950122013152,0.7740004987798685,1.6950226097836676,0.0,1,0.14610877065125885,0.5003916413516143,3.125342298506251,2.703024826912091,0.6465004120028731,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,5. etasje,4,13.5,2.5508840508116304,2.5508840508116304,0.39202095433613454,0.03508836001779352,0.9649116399822065,2.092333162241398,0.0,0,0.09735455849474636,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.7745542523326048,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,Kjeller,-1,-1.1,15.555851938332939,15.555851938332939,0.06428448946185883,0.2904652315891045,0.7095347684108955,0.0,12.023567914338765,5,0.028954827557945484,0.07072948715172456,0.5507251446215115,0.9999492955763,0.09968431470967004,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,1. etasje,0,1.5,3.3739246739084297,3.3739246739084297,0.2963907308699864,0.7764612228200174,0.22353877717998258,0.0,0.0,4,0.4486751521182531,0.1291710286462116,0.7436205829470717,1.2059889040579064,0.5778461807644647,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,2. etasje,1,4.5,4.643376055772181,4.643376055772181,0.21536054542834196,0.6681332703471679,0.3318667296528321,0.7389451382382641,0.0,3,0.5002190164322882,0.24846247965960674,1.9451084870412334,1.5313012453115646,0.7486814960918949,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,3. etasje,2,7.5,4.842357597433706,4.842357597433706,0.20651097732434465,0.48574197885900267,0.5142580211409973,1.252122933293688,0.0,2,0.47128228464457783,0.49894945392495993,2.696155236194249,2.0020537943392656,0.9702317385695378,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
